song ID	lyric ID	Lyrics	Word count in sentence	Total word count	English exist in sentence	Eng word count in sentence	Total Eng word count	Eng % in sentence	Eng % in whole	Spoken exist in sentence	Spoken word count in sentence	Total Spoken word count	Spoke % in sentence	Spoken % in whole	Putonghua exist in sentence
S14-2	L2	星矢可否不要老 伴我征討	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L3	孩子 即使早知真相那味道	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-2	L4	卻想完美到 去違抗定數	10	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-2	L5	偶像全部也不倒 爸媽以後也安好	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-2	L6	最好我在意的 任何面容都 不會老	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L7	為何在遊蕩裡 在遊玩裡 突然便老去	15	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-2	L8	談好一個事情 可以兌現時 你又已安睡	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-2	L9	祈求舊人萬歲 舊情萬歲 別隨便老去	15	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-2	L10	時光這個壞人 偏卻決絕如許	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-2	L11	{{停留耐些}} 也不許	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	4	Loading...	Loading...	Loading...	Loading...
S14-2	L12	芳芳可否不要老 再領風騷	11	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L13	嘉嘉可否不要老 另創新高	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-2	L14	人生 恍恍惚惚走到這段路	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-2	L15	也只能靠你 去提我未老	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-2	L16	那段年月有多好 怎麼以後碰不到	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-2	L17	那些已白髮的 就如在無聲 的控訴	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-2	L18	為何在遊蕩裡 在遊玩裡 突然便老去	15	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-2	L19	談好一個事情 可以兌現時 你又已安睡	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-2	L20	祈求舊人萬歲 舊情萬歲 別隨便老去	15	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L21	時光這個壞人 偏卻冷酷如許	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-2	L22	離場慢些 也不許	7	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L23	為何在遊蕩裡 在遊玩裡 突然便老去	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-2	L24	談好一個事情 可以兌現時 你又已安睡	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-2	L25	祈求舊人萬歲 舊情萬歲 別隨便老去	15	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-2	L26	時光這個壞人 偏卻冷酷如許	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-2	L27	離場慢些 也不許	7	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-3	L1	一粒沙滲進浪漫恆河 一支花很希望結果	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L2	每個渴望與伴侶一夥	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L3	一粒星要撲向浩瀚銀河 一絲煙都奢望愛火	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-3	L4	美麗結局卻沒有幾多	9	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L5	最希冀的那一個 心儀這一個	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L6	尋尋找找為何都找不到 為何有無盡孤苦的單數	20	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-3	L7	合意的 永遠最難擁抱 未見到答案的傾慕	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L8	和伴侶無奈永遠差半步	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L9	誠誠懇懇祈求天主知道 期望會成就相戀的雙數	20	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L10	遇見的 往往以為找到 又化作撲朔的煙霧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L11	{{緣份似}} 迷了路	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-3	L12	一盞燈盼照見寂寞行人 一間屋都思念某君	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L13	過客盼望會遇上關心	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L14	無助時需要一個 追求者一個	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L15	尋尋找找為何都找不到 為何有無盡孤苦的單數	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-3	L16	合意的 永遠最難擁抱 未見到答案的傾慕	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-3	L17	和伴侶無奈永遠差半步	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L18	誠誠懇懇祈求天主知道 期望會成就相戀的雙數	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-3	L19	遇見的 往往以為找到 又化作撲朔的煙霧	17	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-3	L20	誰又會榮幸到逃離荒島	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L21	那怕愛情這圈套 找一千次早晚會遇到 (((Oh)))	17	Loading...	Loading...	1	Loading...	5.88%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-3	L22	(((No…No…)))	Loading...	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-3	L23	我信我能夠找到 我信我能夠找到 (((Oh)))	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L24	(((No…No…)))	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L25	恆河沙數誰能廝守終老 還是有長伴一起的雙數	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-3	L26	逝去的 錯愛變成鼓舞 就算鑽進了冤枉路	17	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-3	L27	無負你 行錯路	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-4	L1	讓我這樣吧 讓我最樂觀孤單到死的剎那	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-4	L2	還是在迷信他會 墳地裡 贈我花	13	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-4	L3	讓我笑著吧 讓我以樂觀擊倒最慘的戲碼	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S14-4	L4	華麗地前往火化 能下世 遇見他	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-4	L5	由別人 嫌我笨 我不理 我不在乎	13	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-4	L6	誰前行無亮光 似地庫	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-4	L7	悲觀的人悲觀不過盼 被維護	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-4	L8	行刑時能樂觀地痛苦 未算苦 誰會在乎	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-4	L9	如遲遲無幸福 會自顧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-4	L10	青春假如可苦戀過也是無負	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-4	L11	何時能留住他 讓重傷 被慰撫 誰會在乎	16	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-4	L12	我在乎 我在乎	6	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-5	L1	想那年的你誰忍心去漏低你	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-5	L2	然而每個他 拿舊愛相比	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-5	L3	祈求他寵你又懂你 回眸絕美	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-5	L4	轉眼嫌他語言無味	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L5	想這時的你說他親切像空氣	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L6	閒來會氣死 但仍然要吸氣	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-5	L7	無人天生會是一對	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S14-5	L8	情人定變知己 這齣戲 才能沒結尾	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-5	L9	曾踏破過深海 尋求你我所愛	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-5	L10	回頭像赤足接力賽 陪同你失望又期待	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-5	L11	曾踏雪看花開 我幾乎奉勸你離開	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L12	天知道大家好不容易學會愛	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-5	L13	想那場喜宴你祝福我像加冕	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-5	L14	然而有那天 但何來有終點	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L15	誰長久相對像初見 {{從來未變}}	12	Loading...	FALSE	0	Loading...	0%	Loading...	TRUE	Loading...	Loading...	Loading...	Loading...	FALSE
S14-5	L16	這旅途怎麼發展	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S14-5	L17	曾踏破過深海 尋求你我所愛	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-5	L18	回頭像赤足接力賽 陪同你失望又期待	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L19	曾踏雪看花開 我幾乎奉勸你離開	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S14-5	L20	天知道大家好不容易學會愛	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-5	L21	回望每寸滄海 原來最愛非愛	12	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S14-5	L22	抬頭後笑中帶淚說 誰還要轟烈地期待	16	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L23	門就算拍不開 那天涯為你我移開	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S14-5	L24	天關顧大家好不容易遇見愛	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L1	你 何以始終不說話 儘管講出不快吧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L2	事與冀盼有落差 請不必驚怕	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S15-1	L3	我 仍然會冷靜聆聽	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L4	仍然緊守於身邊 與你進退也共鳴	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L5	時日會蔓延再蔓延 某些不可改變的改變	17	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S15-1	L6	與一些不要發現的發現 就這麼放大了缺點	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L7	來讓我問誰可決定 那些東西叫作完美至善	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S15-1	L8	我只懂得 愛你在每天	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-1	L9	當潮流愛新鮮 當旁人愛標籤	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L10	幸得伴著你我 是窩心的自然	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L11	當閒言再尖酸 給他妒忌多點	12	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-1	L12	因世上的至愛 是不計較條件 誰又可清楚看見	19	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L13	美 難免總有些缺憾 若果不甘心去問	15	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L14	問到最尾叫內心 也長出裂痕	12	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L15	笑 何妨與你又重溫	8	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L16	仍然我說我慶幸 你永遠勝過別人	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S15-1	L17	期待美沒完愛沒完 放開不必打算的打算	17	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L18	作一些可以約定的約定 就抱緊以後每一天	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-1	L19	其實你定然都發現 我有很多未達完美事情	18	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L20	我只懂得 再努力每天	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L21	當潮流愛新鮮 當旁人愛標籤	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L22	幸得伴著你我 是窩心的自然	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-1	L23	當閒言再尖酸 給他妒忌多點	12	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-1	L24	因世上的至愛 是不計較條件 誰又可清楚看見	19	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE
S15-2	L1	為何上天選今日 沒防備的這一日	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L2	共前度分開多久 偏碰見於這日	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L3	沒攜着妻子一日 沒乘坐跑車一日	14	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L4	如何能給你印象 成就大過昨日	13	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L5	想過早晚會會合 不過此際變事實	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L6	都會驚慌失惜 似行刑受罰	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L7	擁抱可會太兀突	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L8	當我傷勢已癒合	7	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L9	感覺可似過份回味舊愛侶舊時秘密	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L10	跟你團聚難道 談論舊過失	11	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S15-2	L11	近來愉快吧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L12	平平無奇沒變化吧	8	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L13	近來幸福吧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L14	長期情人亦有個吧	8	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L15	宇宙那麼細	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L16	如何迴避亦碰到嗎	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L17	偶遇太可怕	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L18	今天想偶遇嗎	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L19	(只好倉卒扮優雅)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE
S15-2	L20	沒防礙你吧 回頭其實無路走吧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L21	就談耐些吧 如乘機將債務清理一下	15	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L22	路上躲躲避避 但記憶可逃避嗎	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L23	(共你相見於這窄路如若過不到去)	14	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L24	握手就一起放下嗎	8	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L25	(能一起放下嗎)	6	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L26	盡情地表演安逸 或無懼當街衝突	14	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L27	在排練不知多久 終有上演那日	13	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L28	但無亮點的飾物 伴隨劃穿的絲襪	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L29	如何能使你悔恨 遺留下我那日	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L30	想過早晚會會合 不過此際變事實	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L31	都會驚慌失惜 似行刑受罰	11	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L32	好過等到五六十 先至解決這段遺憾	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L33	(不過這世界末日 比我期待寂靜)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L34	大半世 漫長對立	7	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L35	(誰亦沒啜泣)	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L36	情願就趁當下 收拾頹垣敗瓦	12	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L37	情願就趁當下 收拾頹垣敗瓦	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L38	地球未夠大吧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	0	Loading...	0%	Loading...	Loading...
S15-2	L39	情人仇人亦會碰面吧	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L40	越逃越相遇吧	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L41	凡人為何沒有孟婆茶	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L42	要是你知你怕 快面對可以嗎	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L43	(抬頭誠實面對可以嗎)	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	0	Loading...	0%	Loading...	Loading...
S15-2	L44	世事再可怕 經不過豁達的看化	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L45	(悲觀可以被睇化)	7	Loading...	FALSE	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...
S15-2	L46	讓前度繼續來吧	7	Loading...	Loading...	0	Loading...	0%	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	FALSE
S15-2	L47	如從前習慣 怕便退下	Loading...	Loading...	FALSE	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...	Loading...
